DSN Contacts
Spacecraft = MMS2
Attitude = Ideal Mission Attitude
StartTime = 2021-051/03:45:00 UTC  (MMS TAI: 1624592669)
StopTime = 2021-268/11:55:00 UTC  (MMS TAI: 1624592669)
Project = System Manager Contact Analysis
Source = FDGSS OPS
FileCreationDate = Feb 17 2021 12:33:09.342 UTC
Stations = Goldstone (DS24, DS26), Canberra (DS34, DS36), Madrid (DS54, DS56, DS65)

Contact Event            Entry Epoch (UTC)        Exit Epoch (UTC)         Duration (min)           Data Rate                AOS Constraint           LOS Constraint           
DS24 --> MMS2_2          2021-058/04:02:51        2021-058/04:21:30        18.65000                 2.50 Mbps                ForwardDataRate          FieldOfView              
DS54 --> MMS2_1          2021-058/04:10:26        2021-058/04:27:16        16.83333                 1.25 Mbps                FieldOfView              ForwardDataRate          
DS54 --> MMS2_1          2021-058/04:10:26        2021-058/04:27:16        16.83333                 2.50 Mbps                FieldOfView              ForwardDataRate          
DS56 --> MMS2_1          2021-058/04:12:14        2021-058/04:27:16        15.03333                 1.25 Mbps                Mask                     ForwardDataRate          
DS56 --> MMS2_1          2021-058/04:12:14        2021-058/04:27:16        15.03333                 2.50 Mbps                Mask                     ForwardDataRate          
DS65 --> MMS2_1          2021-058/04:13:31        2021-058/04:27:16        13.75000                 1.25 Mbps                Mask                     ForwardDataRate          
DS65 --> MMS2_1          2021-058/04:13:31        2021-058/04:27:16        13.75000                 2.50 Mbps                Mask                     ForwardDataRate          
DS54 --> MMS2_2          2021-058/04:13:24        2021-058/07:21:08        187.73333                1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS56 --> MMS2_2          2021-058/04:13:24        2021-058/07:21:08        187.73333                1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS65 --> MMS2_2          2021-058/04:13:31        2021-058/07:21:08        187.61667                1.25 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_2          2021-058/04:15:36        2021-058/06:33:49        138.21667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_2          2021-058/04:15:36        2021-058/06:33:49        138.21667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_2          2021-058/04:15:36        2021-058/06:33:49        138.21667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_2          2021-058/06:40:18        2021-058/07:09:57        29.65000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_2          2021-058/06:40:18        2021-058/07:09:57        29.65000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_2          2021-058/06:40:18        2021-058/07:09:57        29.65000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_2          2021-058/07:34:55        2021-058/14:30:11        415.26667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_2          2021-058/07:34:55        2021-058/14:13:11        398.26667                1.25 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_2          2021-058/07:34:55        2021-058/14:00:39        385.73333                1.25 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_2          2021-058/07:38:04        2021-058/08:10:38        32.56667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_2          2021-058/07:38:04        2021-058/08:10:38        32.56667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_2          2021-058/07:38:04        2021-058/08:10:38        32.56667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_2          2021-058/08:24:43        2021-058/12:30:04        245.35000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_2          2021-058/08:24:43        2021-058/12:30:04        245.35000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_2          2021-058/08:24:43        2021-058/12:30:04        245.35000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_2          2021-058/11:44:58        2021-058/21:33:28        588.50000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_2          2021-058/11:44:58        2021-058/21:33:28        588.50000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_2          2021-058/13:47:04        2021-058/18:22:11        275.11667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_2          2021-058/13:47:03        2021-058/18:22:10        275.11667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-058/18:43:22        2021-059/05:53:02        669.66667                1.25 Mbps                FieldOfView              FieldOfView              
DS34 --> MMS2_2          2021-058/18:43:22        2021-058/20:54:10        130.80000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS36 --> MMS2_2          2021-058/19:14:09        2021-059/05:39:59        625.83333                1.25 Mbps                Mask                     Mask                     
DS36 --> MMS2_2          2021-058/19:14:09        2021-058/20:54:10        100.01667                2.50 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_2          2021-059/06:21:37        2021-059/15:06:58        525.35000                1.25 Mbps                FieldOfView              FieldOfView              
DS54 --> MMS2_2          2021-059/06:21:37        2021-059/15:03:08        521.51667                2.50 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_2          2021-059/06:22:14        2021-059/15:06:21        524.11667                1.25 Mbps                Mask                     Mask                     
DS56 --> MMS2_2          2021-059/06:22:14        2021-059/15:03:08        520.90000                2.50 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_2          2021-059/06:26:33        2021-059/15:02:05        515.53333                1.25 Mbps                Mask                     Mask                     
DS65 --> MMS2_2          2021-059/06:26:33        2021-059/15:02:05        515.53333                2.50 Mbps                Mask                     Mask                     
DS26 --> MMS2_2          2021-059/14:09:38        2021-059/22:58:35        528.95000                1.25 Mbps                FieldOfView              FieldOfView              
DS26 --> MMS2_2          2021-059/14:11:50        2021-059/21:10:56        419.10000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_2          2021-059/14:09:39        2021-059/22:58:35        528.93333                1.25 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_2          2021-059/14:11:51        2021-059/21:10:55        419.06667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-059/19:15:56        2021-060/05:50:22        634.43333                1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_2          2021-059/19:23:50        2021-060/03:53:03        509.21667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-059/19:41:05        2021-060/05:50:22        609.28333                1.25 Mbps                Mask                     ReturnDataRate           
DS36 --> MMS2_2          2021-059/19:41:05        2021-060/03:53:02        491.95000                2.50 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_1          2021-060/01:50:21        2021-060/07:17:29        327.13333                1.25 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_1          2021-060/01:50:20        2021-060/07:02:49        312.48333                1.25 Mbps                ReturnDataRate           Mask                     
DS34 --> MMS2_1          2021-060/04:06:03        2021-060/06:22:15        136.20000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-060/04:06:00        2021-060/06:22:15        136.25000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_1          2021-060/08:01:10        2021-060/15:23:23        442.21667                1.25 Mbps                FieldOfView              FieldOfView              
DS54 --> MMS2_1          2021-060/08:01:10        2021-060/15:23:23        442.21667                2.50 Mbps                FieldOfView              FieldOfView              
DS56 --> MMS2_1          2021-060/08:01:53        2021-060/15:22:39        440.76667                1.25 Mbps                Mask                     Mask                     
DS56 --> MMS2_1          2021-060/08:01:53        2021-060/15:22:39        440.76667                2.50 Mbps                Mask                     Mask                     
DS65 --> MMS2_1          2021-060/08:06:54        2021-060/14:44:05        397.18333                1.25 Mbps                Mask                     Mask                     
DS65 --> MMS2_1          2021-060/08:06:54        2021-060/14:44:05        397.18333                2.50 Mbps                Mask                     Mask                     
DS26 --> MMS2_1          2021-060/15:47:37        2021-060/23:01:12        433.58333                1.25 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_1          2021-060/15:47:37        2021-060/17:30:20        102.71667                2.50 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_1          2021-060/15:47:38        2021-060/23:01:10        433.53333                1.25 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_1          2021-060/15:47:38        2021-060/17:30:19        102.68333                2.50 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_1          2021-060/19:59:13        2021-061/10:05:55        846.70000                1.25 Mbps                FieldOfView              FieldOfView              
DS34 --> MMS2_1          2021-060/19:59:13        2021-060/21:14:50        75.61667                 2.50 Mbps                FieldOfView              ReturnDataRate           
DS36 --> MMS2_1          2021-060/20:26:09        2021-061/09:41:16        795.11667                1.25 Mbps                Mask                     Mask                     
DS36 --> MMS2_1          2021-060/20:26:09        2021-060/21:14:48        48.65000                 2.50 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_1          2021-060/21:53:16        2021-060/23:16:58        83.70000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-060/21:53:16        2021-060/23:16:57        83.68333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-061/03:34:48        2021-061/09:11:36        336.80000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-061/03:34:47        2021-061/09:11:36        336.81667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_2          2021-061/17:12:48        2021-061/19:14:43        121.91667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_2          2021-061/17:12:48        2021-061/18:59:59        107.18333                2.50 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_2          2021-061/17:12:46        2021-061/19:14:43        121.95000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_2          2021-061/17:12:46        2021-061/18:59:59        107.21667                2.50 Mbps                FieldOfView              ReturnDataRate           
